scenario_id,family,runs,pass,fail,collision,brake,mixed_outcome,first_brake_s_mean,first_brake_s_std,first_brake_s_min,first_brake_s_max,first_brake_s_range,brake_gap_m_mean,brake_gap_m_std,brake_gap_m_min,brake_gap_m_max,brake_gap_m_range,minimum_bumper_gap_m_mean,minimum_bumper_gap_m_std,minimum_bumper_gap_m_min,minimum_bumper_gap_m_max,minimum_bumper_gap_m_range,maximum_deceleration_mps2_mean,maximum_deceleration_mps2_std,maximum_deceleration_mps2_min,maximum_deceleration_mps2_max,maximum_deceleration_mps2_range,maximum_abs_jerk_mps3_mean,maximum_abs_jerk_mps3_std,maximum_abs_jerk_mps3_min,maximum_abs_jerk_mps3_max,maximum_abs_jerk_mps3_range,target_confirmed_rate_pct_mean,target_confirmed_rate_pct_std,target_confirmed_rate_pct_min,target_confirmed_rate_pct_max,target_confirmed_rate_pct_range,radar_target_hazard_match_rate_pct_mean,radar_target_hazard_match_rate_pct_std,radar_target_hazard_match_rate_pct_min,radar_target_hazard_match_rate_pct_max,radar_target_hazard_match_rate_pct_range
ccrm_100_70_gap_80,CCRm,5,5,0,0,5,False,6.85,0.0,6.85,6.85,0.0,22.9288,0.013212115651930277,22.92,22.955,0.03499999999999659,17.9412,0.0120066648158432,17.933,17.965,0.03200000000000003,11.734399999999999,0.0004898979485563641,11.734,11.735,0.0009999999999994458,163.3268,55.8176,135.418,274.962,139.54399999999998,53.68,0.0,53.68,53.68,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_20,CCRm,5,5,0,0,5,False,0.15,0.0,0.15,0.15,0.0,18.963,0.0,18.963,18.963,0.0,15.012,0.0,15.012,15.012,0.0,9.208,0.0,9.208,9.208,0.0,89.63600000000001,0.004000000000002046,89.628,89.638,0.010000000000005116,34.29,0.0,34.29,34.29,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_30,CCRm,5,5,0,0,5,False,0.7,0.0,0.7,0.7,0.0,24.39,0.011027239001671737,24.384,24.412,0.027999999999998693,19.824,0.011027239001671737,19.818,19.846,0.027999999999998693,9.222,0.0,9.222,9.222,0.0,164.006,70.784,128.614,305.574,176.96,35.53,0.0,35.53,35.53,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_40,CCRm,5,5,0,0,5,False,1.91,0.020000000000000018,1.9,1.95,0.050000000000000044,24.316799999999997,0.14890856254762525,24.019,24.394,0.375,19.7424,0.1287067985772316,19.485,19.809,0.3240000000000016,11.898399999999999,0.01880000000000024,11.889,11.936,0.0470000000000006,128.614,0.0,128.614,128.614,0.0,40.454,0.22799999999999726,40.34,40.91,0.5699999999999932,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_50,CCRm,5,5,0,0,5,False,3.0,0.0,3.0,3.0,0.0,25.1418,0.01669011683601994,25.128,25.174,0.045999999999999375,20.2138,0.01703408347989388,20.199,20.247,0.047999999999998266,11.9902,0.0003999999999997783,11.99,11.991,0.0009999999999994458,132.9468,8.665599999999996,128.614,150.278,21.663999999999987,46.5,0.0,46.5,46.5,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_60,CCRm,5,5,0,0,5,False,4.25,0.0,4.25,4.25,0.0,24.5174,0.002653299832284992,24.514,24.521,0.0070000000000014495,19.342,0.0017888543819992377,19.34,19.345,0.004999999999999005,12.001,0.0,12.001,12.001,0.0,128.614,0.0,128.614,128.614,0.0,53.57,0.0,53.57,53.57,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_110_80_gap_80,CCRm,5,5,0,0,5,False,6.69,0.019999999999999928,6.65,6.7,0.04999999999999982,24.101,0.16650285282841315,24.016,24.434,0.4180000000000028,18.9678,0.19060472187225608,18.871,19.349,0.47800000000000153,12.0008,0.002400000000000091,11.996,12.002,0.006000000000000227,129.15800000000002,1.0879999999999996,128.614,131.334,2.719999999999999,59.486000000000004,0.14800000000000182,59.19,59.56,0.37000000000000455,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_20,CCRm,5,5,0,0,5,False,0.55,0.0,0.55,0.55,0.0,15.6456,0.016704490414256857,15.637,15.679,0.041999999999999815,11.0282,0.016400000000000147,11.02,11.061,0.04100000000000037,10.8428,0.09921169285925914,10.728,11.02,0.2919999999999998,201.1208,120.86589563379736,136.16,442.722,306.562,82.642,0.7560000000000002,81.13,83.02,1.8900000000000006,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_30,CCRm,5,5,0,0,5,False,1.75,0.0,1.75,1.75,0.0,15.642199999999999,0.0004000000000004889,15.642,15.643,0.0010000000000012221,10.573599999999999,0.001959591794226109,10.57,10.575,0.004999999999999005,10.0276,0.2780277683973312,9.722,10.519,0.7970000000000006,135.0092,8.253247079786231,127.812,150.862,23.049999999999997,83.756,0.43199999999999933,83.54,84.62,1.0799999999999983,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_40,CCRm,5,5,0,0,5,False,2.95,0.0,2.95,2.95,0.0,15.6602,0.015942396306703785,15.651,15.692,0.04100000000000037,10.8218,0.014634206503941628,10.813,10.851,0.038000000000000256,10.9106,1.2151999999999994,10.303,13.341,3.0379999999999985,157.2736,53.748288745224244,127.664,264.52,136.856,86.6,0.8,85.0,87.0,2.0,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_50,CCRm,5,5,0,0,5,False,4.15,0.0,4.15,4.15,0.0,15.6478,0.017747112441183228,15.635,15.683,0.04800000000000004,10.8354,0.01741952927033298,10.823,10.87,0.04699999999999882,10.4404,0.1590856373152527,10.304,10.678,0.37400000000000055,136.1888,6.802114682949708,129.902,146.238,16.336000000000013,74.838,0.3240000000000009,74.19,75.0,0.8100000000000023,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_60,CCRm,5,5,0,0,5,False,5.35,0.0,5.35,5.35,0.0,15.7022,0.015917286200857132,15.693,15.734,0.04100000000000037,10.8584,0.015806327846783527,10.85,10.89,0.040000000000000924,10.435,0.16044188979191173,10.304,10.632,0.3279999999999994,134.53119999999998,7.8978814982246925,127.812,144.23,16.417999999999992,62.704,0.27200000000000274,62.16,62.84,0.6800000000000068,100.0,0.0,100.0,100.0,0.0
ccrm_60_30_gap_80,CCRm,5,5,0,0,5,False,7.75,0.0,7.75,7.75,0.0,15.7846,0.015602563891874043,15.773,15.813,0.040000000000000924,10.9644,0.014008568806269812,10.954,10.99,0.03599999999999959,10.5452,0.1788165540435225,10.304,10.801,0.4969999999999999,203.1612,119.9051543018898,135.724,442.726,307.002,46.838,0.2039999999999992,46.43,46.94,0.509999999999998,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_20,CCRm,5,5,0,0,5,False,0.15,0.0,0.15,0.15,0.0,18.965,0.0,18.965,18.965,0.0,14.825,0.0,14.825,14.825,0.0,9.024,0.0,9.024,9.024,0.0,88.2188,0.05976754972390949,88.17,88.292,0.12199999999999989,25.71,0.0,25.71,25.71,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_30,CCRm,5,5,0,0,5,False,1.2,0.0,1.2,1.2,0.0,20.2232,0.0019390719429662631,20.221,20.226,0.004999999999999005,15.6198,0.0018330302779819402,15.618,15.623,0.004999999999999005,9.928,0.0,9.928,9.928,0.0,146.3596,9.891200000000003,141.414,166.142,24.72800000000001,34.87,0.0,34.87,34.87,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_40,CCRm,5,5,0,0,5,False,2.36,0.019999999999999928,2.35,2.4,0.04999999999999982,20.5724,0.15342307518753528,20.266,20.665,0.3990000000000009,16.314799999999998,0.18601118245955017,15.943,16.419,0.47600000000000087,11.061,0.0,11.061,11.061,0.0,155.3776,28.179876065022004,140.91,211.736,70.826,40.568000000000005,0.4559999999999974,40.34,41.48,1.1399999999999935,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_50,CCRm,5,5,0,0,5,False,3.6,0.0,3.6,3.6,0.0,20.142599999999998,0.0010198039027188278,20.141,20.144,0.0030000000000001137,15.3268,0.001326649916142496,15.325,15.329,0.004000000000001336,11.079,0.0,11.079,11.079,0.0,141.414,0.0,141.414,141.414,0.0,49.0,0.0,49.0,49.0,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_60,CCRm,5,5,0,0,5,False,4.8,0.0,4.8,4.8,0.0,20.1556,0.0025768197453453615,20.153,20.16,0.0070000000000014495,15.335,0.0022803508501984143,15.333,15.339,0.006000000000000227,11.08,0.0,11.08,11.08,0.0,141.414,0.0,141.414,141.414,0.0,50.89,0.0,50.89,50.89,0.0,100.0,0.0,100.0,100.0,0.0
ccrm_80_50_gap_80,CCRm,5,5,0,0,5,False,7.25,0.0,7.25,7.25,0.0,19.806,0.020029977533686356,19.788,19.831,0.04299999999999926,14.983,0.018814887722227096,14.966,15.007,0.04100000000000037,11.08,0.0,11.08,11.08,0.0,205.7912,128.7544,141.414,463.3,321.886,42.28,0.0,42.28,42.28,0.0,100.0,0.0,100.0,100.0,0.0
cutin_100_60_gap_25,Cut-in,5,0,5,5,5,False,1.59,0.020000000000000018,1.55,1.6,0.050000000000000044,7.3838,0.23132781933870378,7.256,7.845,0.5889999999999995,0.4798,0.0054918120870983975,0.475,0.49,0.015000000000000013,117.7876,7.8547680449520625,102.118,122.661,20.543000000000006,2181.3332,162.35887274602516,1857.39,2281.486,424.0959999999998,35.751999999999995,2.124000000000001,34.69,40.0,5.310000000000002,100.0,0.0,100.0,100.0,0.0
cutin_100_60_gap_35,Cut-in,5,5,0,0,5,False,1.75,0.0,1.75,1.75,0.0,15.560799999999999,0.0014696938456699624,15.559,15.562,0.0030000000000001137,7.6644000000000005,0.0011999999999999862,7.663,7.666,0.0030000000000001137,11.395,0.0,11.395,11.395,0.0,135.418,0.0,135.418,135.418,0.0,29.94,0.0,29.94,29.94,0.0,100.0,0.0,100.0,100.0,0.0
